Product_Name,Total,Selling_Price,Offer,Ratings,Description
"Google Pixel 7 Pro (Snow, 128 GB)","₹84,999","₹66,999",21% off,4.3,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Quad HD+ Display 50MP + 48MP + 12MP | 10.8MP Front Camera 4926 mAh Battery Google Tensor G2 Processor 1 Year Domestic Warranty
"vivo V29 5G (Blue, 128 GB)",N/A,"₹32,999",N/A,4.5,8 GB RAM | 128 GB ROM 17.22 cm (6.78 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 50MP Front Camera 4600 mAh Battery 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI 13c (Starshine Green, 256 GB)","₹15,999","₹10,854",32% off,4.1,8 GB RAM | 256 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"REDMI 13c (Stardust Black, 256 GB)","₹15,999","₹10,743",32% off,4.1,8 GB RAM | 256 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"Google Pixel 7a (Sea, 128 GB)","₹43,999","₹39,999",9% off,4.1,8 GB RAM | 128 GB ROM 15.49 cm (6.1 inch) Full HD+ Display 64MP (OIS) + 13MP | 13MP Front Camera 4300 mAh Battery Tensor G2 Processor 1 Year Domestic Warranty
"Google Pixel 7a (Snow, 128 GB)","₹43,999","₹39,999",9% off,4.1,8 GB RAM | 128 GB ROM 15.49 cm (6.1 inch) Full HD+ Display 64MP (OIS) + 13MP | 13MP Front Camera 4300 mAh Battery Tensor G2 Processor 1 Year Domestic Warranty
"vivo V29 5G (Red, 256 GB)",N/A,"₹36,999",N/A,4.4,12 GB RAM | 256 GB ROM 17.22 cm (6.78 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 50MP Front Camera 4600 mAh Battery 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Nokia 105 CLASSIC,"₹1,249","₹1,199",4% off,3.8,4 MB RAM | 4 MB ROM 4.5 cm (1.77 inch) Display 800 mAh Battery 1 Year Warranty
"OnePlus Nord CE3 5G (Aqua Surge, 256 GB)","₹28,999","₹28,500",1% off,4.4,12 GB RAM | 256 GB ROM 17.02 cm (6.7 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic 1 Year of Device & 6 Months for In-Box Accessories
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","₹17,490","₹14,490",17% off,4.2,"4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP | 13MP Front Camera 6000 mAh Battery Exynos 1330, Octa Core Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
"Infinix Zero 30 5G (Fantasy Purple, 256 GB)","₹29,999","₹23,999",20% off,4.2,12 GB RAM | 256 GB ROM 17.22 cm (6.78 inch) Full HD+ Display 108MP (OIS) + 13MP + 2MP | 50MP Front Camera 5000 mAh Lithium-ion Polymer Battery Dimensity 8020 Processor 1 Year Warranty on the Handset and 6 Months Warranty on the Accessories
"Infinix Zero 30 5G (Golden Hour, 256 GB)","₹29,999","₹23,999",20% off,4.2,12 GB RAM | 256 GB ROM 17.22 cm (6.78 inch) Full HD+ Display 108MP (OIS) + 13MP + 2MP | 50MP Front Camera 5000 mAh Lithium-ion Polymer Battery Dimensity 8020 Processor 1 Year Warranty on the Handset and 6 Months Warranty on the Accessories
"OnePlus Nord CE3 5G (Grey Shimmer, 128 GB)","₹26,999","₹24,915",7% off,4.4,8 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic 1 Year of Device & 6 Months for In-Box Accessories
MOTOROLA Moto A10E,"₹1,599","₹1,334",16% off,4.1,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB 4.57 cm (1.8 inch) Display 800 mAh Battery 2 Years Domestic Replacement Warranty
Nokia 105 CLASSIC,"₹1,249","₹1,139",8% off,3.8,4 MB RAM | 4 MB ROM 4.5 cm (1.77 inch) Display 800 mAh Battery 1 Year Warranty
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"₹1,449",₹899,37% off,4,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0MP Front Camera 1000 mAh Lithium Ion Battery Spreadtrum Processor 12 Month Warranty on Device and 6 Months on Accessories Including Battery
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"₹1,449",₹899,37% off,4,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0MP Front Camera 1000 mAh Lithium Ion Battery Spreadtrum Processor 12 Month Warranty on Device and 6 Months on Accessories Including Battery
"REDMI Note 12 5G (Frosted Green, 256 GB)","₹23,999","₹18,999",20% off,4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB 16.94 cm (6.67 inch) Full HD+ AMOLED Display 48MP + 8MP + 2MP | 13MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 4 Gen 1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)","₹20,999","₹16,999",19% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + 2MP | 13MP Front Camera 5000 mAh Lithium Ion Battery SEC S5E8535 (Exynos 1330) Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"REDMI 13c (Stardust Black, 256 GB)","₹15,999","₹10,743",32% off,4.1,8 GB RAM | 256 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"REDMI 13c (Starshine Green, 256 GB)","₹15,999","₹10,854",32% off,4.1,8 GB RAM | 256 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
Kechaoda A27,"₹1,499",₹975,34% off,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 1.68 cm (0.66 inch) Display 800 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
"Google Pixel 8 (Hazel, 256 GB)",N/A,"₹82,999",N/A,4.3,8 GB RAM | 256 GB ROM 15.75 cm (6.2 inch) Full HD+ Display 50MP + 12MP | 10.5MP Front Camera 4575 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
SAMSUNG Guru Music 2,"₹2,799","₹2,099",25% off,4.3,NA ROM 5.08 cm (2 inch) NA Display 800 mAh Battery 1 Year Manufacturer Warranty
"OnePlus 11R 5G (Sonic Black, 256 GB)",N/A,"₹44,999",N/A,4.5,16 GB RAM | 256 GB ROM 17.02 cm (6.7 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic warranty of 12 months on phone & 6 months on accessries
"Infinix Zero 30 5G (Fantasy Purple, 256 GB)","₹27,999","₹22,999",17% off,4.3,8 GB RAM | 256 GB ROM 17.22 cm (6.78 inch) Full HD+ Display 108MP (OIS) + 13MP + 2MP | 50MP Front Camera 5000 mAh Lithium-ion Polymer Battery Dimensity 8020 Processor 1 Year Warranty on the Handset and 6 Months Warranty on the Accessories
"Google Pixel 8 (Rose, 128 GB)",N/A,"₹75,999",N/A,4.3,8 GB RAM | 128 GB ROM 15.75 cm (6.2 inch) Full HD+ Display 50MP + 12MP | 10.5MP Front Camera 4575 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
"Google Pixel 8 (Hazel, 128 GB)",N/A,"₹75,999",N/A,4.3,8 GB RAM | 128 GB ROM 15.75 cm (6.2 inch) Full HD+ Display 50MP + 12MP | 10.5MP Front Camera 4575 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
"Google Pixel 7 Pro (Hazel, 128 GB)","₹84,999","₹66,999",21% off,4.3,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Quad HD+ Display 50MP + 48MP + 12MP | 10.8MP Front Camera 4926 mAh Battery Google Tensor G2 Processor 1 Year Domestic Warranty
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Graphite, 128 GB)","₹69,999","₹39,999",42% off,4.3,8 GB RAM | 128 GB ROM 16.26 cm (6.4 inch) Full HD+ Display 12MP + 12MP + 8MP (OIS) | 32MP Front Camera 4500 mAh Lithium-ion Battery Snapdragon 888 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Kechaoda K112,"₹1,799","₹1,570",12% off,4,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 3600 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
"APPLE iPhone 12 (Green, 64 GB)","₹49,900","₹43,999",11% off,4.6,"64 GB ROM 15.49 cm (6.1 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A14 Bionic Chip with Next Generation Neural Engine Processor Ceramic Shield Industry-leading IP68 Water Resistance All Screen OLED Display 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording Brand Warranty for 1 Year"
Kechaoda A27,"₹1,499",₹975,34% off,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 1.68 cm (0.66 inch) Display 800 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
SAMSUNG Metro 313 Dual Sim,"₹2,499","₹1,799",28% off,4.3,10 MB RAM | 2 MB ROM | Expandable Upto 16 GB 5.08 cm (2 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Battery 0 0 0 0 Processor Processor 1 Year Manufacturer Warranty
"REDMI 12C (Royal Blue, 64 GB)","₹13,999","₹6,999",50% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Rear Camera | 5MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI Note 12 5G (Matte Black, 256 GB)","₹23,999","₹18,999",20% off,4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB 16.94 cm (6.67 inch) Full HD+ AMOLED Display 48MP + 8MP + 2MP | 13MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 4 Gen 1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Snexian ROCK X,"₹2,999","₹2,500",16% off,3.4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 3000 mAh Battery 3 Months Company Warranty
Snexian ROCK X,"₹2,999","₹2,500",16% off,3.4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 3000 mAh Battery 3 Months Company Warranty
"POCO M4 5G (Power Black, 128 GB)","₹18,999","₹11,999",36% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Dimensity 700 Processor 1 Year Warranty for Handset and 6 Months for Accessories
"APPLE iPhone 15 Plus (Black, 128 GB)","₹89,900","₹82,999",7% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 48MP + 12MP | 12MP Front Camera A16 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"SAMSUNG Galaxy S23 Ultra 5G (Cream, 256 GB)","₹1,49,999","₹1,24,999",16% off,4.6,12 GB RAM | 256 GB ROM 17.27 cm (6.8 inch) Quad HD+ Display 200MP + 10MP + 12MP + 10MP | 12MP Front Camera 5000 mAh Lithium Ion Battery Qualcomm Snapdragon 8 Gen 2 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Google Pixel 7 Pro (Obsidian, 128 GB)","₹84,999","₹66,999",21% off,4.3,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Quad HD+ Display 50MP + 48MP + 12MP | 10.8MP Front Camera 4926 mAh Battery Google Tensor G2 Processor 1 Year Domestic Warranty
Nokia TA-1174 / TA-1299,"₹1,599","₹1,245",22% off,4.2,4 MB RAM | 4 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer Warranty
MOTOROLA Moto A10E,"₹1,599","₹1,369",14% off,4.1,4 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 2 Years Domestic Replacement Warranty
"Google Pixel 8 (Obsidian, 128 GB)",N/A,"₹75,999",N/A,4.3,8 GB RAM | 128 GB ROM 15.75 cm (6.2 inch) Full HD+ Display 50MP + 12MP | 10.5MP Front Camera 4575 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
Kechaoda K115,"₹1,499","₹1,090",27% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
Kechaoda K115,"₹1,499","₹1,080",27% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)","₹19,999","₹13,999",30% off,4.3,6 GB RAM | 128 GB ROM 16.97 cm (6.68 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
"vivo V29 5G (Red, 128 GB)",N/A,"₹32,999",N/A,4.5,8 GB RAM | 128 GB ROM 17.22 cm (6.78 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 50MP Front Camera 4600 mAh Battery 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo V29 5G (Black, 128 GB)",N/A,"₹32,999",N/A,4.5,8 GB RAM | 128 GB ROM 17.22 cm (6.78 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 50MP Front Camera 4600 mAh Battery 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"APPLE iPhone 12 (Black, 64 GB)","₹49,900","₹42,999",13% off,4.6,"64 GB ROM 15.49 cm (6.1 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A14 Bionic Chip with Next Generation Neural Engine Processor Ceramic Shield Industry-leading IP68 Water Resistance All Screen OLED Display 12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR Recording Brand Warranty for 1 Year"
Kechaoda K115,"₹1,499","₹1,069",28% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
Kechaoda K115,"₹1,499","₹1,099",26% off,4.1,32 MB RAM | 32 MB ROM 3.66 cm (1.44 inch) QVGA Display 0.3MP Rear Camera 850 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
"vivo V29 5G (Red, 256 GB)",N/A,"₹36,999",N/A,4.4,12 GB RAM | 256 GB ROM 17.22 cm (6.78 inch) Full HD+ AMOLED Display 50MP + 8MP + 2MP | 50MP Front Camera 4600 mAh Battery 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA g84 5G (Marshmallow Blue, 256 GB)","₹22,999","₹18,999",17% off,4.2,12 GB RAM | 256 GB ROM 16.64 cm (6.55 inch) Full HD+ Display 50MP (OIS) + 8MP | 16MP Front Camera 5000 mAh Battery Snapdragon 695 Processor 1 Year on Handset and 6 Months on Accessories
I Kall K3310,₹999,₹729,27% off,3.6,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year warranty for device and 6 Months for box accessories
"itel it5027 6.1cm Screen,1200mAh Battery Wireless FM Radio with Recording,KingVoice","₹1,599","₹1,169",26% off,3.8,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) NA Display 0.3MP + 0MP | 0MP Front Camera 1200 mAh Battery NA Processor 12+1 Months Warranty for device 6 months for accessories 111 Days Replacement
"realme Narzo 60x 5G (Stellar Green, 128 GB)","₹14,999","₹12,660",15% off,4.3,4 GB RAM | 128 GB ROM 17.07 cm (6.72 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Brand Warranty
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","₹28,999","₹22,999",20% off,4.3,8 GB RAM | 256 GB ROM 16.94 cm (6.67 inch) Full HD+ Display 108MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Battery Qualcomm Snapdragon 778G Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
realme Narzo 60x 5G,"₹14,999","₹13,899",7% off,4.3,4 GB RAM | 128 GB ROM 17.07 cm (6.72 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Brand Warranty
LAVA A1 Josh with BOL,"₹1,389","₹1,028",25% off,4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) Quarter QVGA Display 1000 mAh Battery 1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
"Infinix Smart 7 HD (Silk Blue, 64 GB)","₹7,999","₹5,999",25% off,4.3,"2 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + AI Lens | 5MP Front Camera 5000 mAh Battery Spreadtrum 
SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories"
"Infinix Smart 7 HD (Jade White, 64 GB)","₹7,999","₹5,999",25% off,4.3,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + AI Lens | 5MP Front Camera 5000 mAh Battery Spreadtrum SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Smart 7 HD (Ink Black, 64 GB)","₹7,999","₹5,999",25% off,4.3,"2 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + AI Lens | 5MP Front Camera 5000 mAh Battery Spreadtrum 
SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories"
"Infinix Smart 7 HD (Green Apple, 64 GB)","₹7,999","₹5,999",25% off,4.3,"2 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 8MP + AI Lens | 5MP Front Camera 5000 mAh Battery Spreadtrum 
SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories"
"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)","₹19,999","₹19,520",2% off,4.4,8 GB RAM | 128 GB ROM 17.07 cm (6.72 inch) Display 108MP Rear Camera 5000 mAh Battery Domestic Warranty of 12 months on phone & 6 months on accessories
"REDMI 12 5G (Pastel Blue, 128 GB)","₹15,999","₹12,498",21% off,4.3,4 GB RAM | 128 GB ROM 17.25 cm (6.79 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year Manufacturer Warranty
"APPLE iPhone 15 Plus (Blue, 128 GB)","₹89,900","₹82,999",7% off,4.7,"128 GB ROM 17.02 cm (6.7 inch) Super Retina XDR Display 48MP + 12MP | 12MP Front Camera A16 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"POCO M4 5G (Yellow, 128 GB)","₹18,999","₹11,999",36% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Dimensity 700 Processor 1 Year Warranty for Handset and 6 Months for Accessories
"REDMI 12C (Lavender Purple, 64 GB)","₹13,999","₹6,999",50% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Rear Camera | 5MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Google Pixel 7 Pro (Obsidian, 128 GB)","₹84,999","₹66,999",21% off,4.3,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Quad HD+ Display 50MP + 48MP + 12MP | 10.8MP Front Camera 4926 mAh Battery Google Tensor G2 Processor 1 Year Domestic Warranty
"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹17,990","₹12,449",30% off,4.2,4 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 50MP Rear Camera 6000 mAh Battery 1 year for handset and 6 month for accessories
"REDMI Note 12 (Sunrise Gold, 128 GB)","₹20,999","₹13,999",33% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.94 cm (6.67 inch) Full HD+ Super AMOLED Display 50MP + 8MP + 2MP | 13MP Front Camera 5000 mAh Battery Snapdragon 685 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme Narzo N53 (Feather Black, 128 GB)","₹12,999","₹10,690",17% off,4.2,6 GB RAM | 128 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic 1 Year on Handset and 6 Months on Accessories
"Honor 90 5G (Diamond Silver, 256 GB)","₹47,999","₹29,999",37% off,4.2,8 GB RAM | 256 GB ROM 17.02 cm (6.7 inch) Display 200MP Rear Camera 5000 mAh Battery 1 year manufacturer warranty for handset & 6 months for accessories
Nokia 106,"₹1,699","₹1,491",12% off,4.1,32 MB RAM | 32 MB ROM 17.02 cm (6.7 inch) Display 1000 mAh Battery SC6531E Processor 1 Year Replacement Guarantee for Device and 6 Months Manufacturer Warranty for In-Box Accessories Including Battery from the Date of Purchase
"APPLE iPhone 15 (Pink, 128 GB)","₹79,900","₹74,999",6% off,4.6,"128 GB ROM 15.49 cm (6.1 inch) Super Retina XDR Display 48MP + 12MP | 12MP Front Camera A16 Bionic Chip, 6 Core Processor Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories"
"Google Pixel 8 Pro (Obsidian, 128 GB)",N/A,"₹1,06,999",N/A,4.4,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Full HD+ AMOLED Display 50MP + 48MP + 48MP | 10.5MP Front Camera 5050 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
"REDMI Note 12 (Lunar Black, 128 GB)","₹20,999","₹13,999",33% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.94 cm (6.67 inch) Full HD+ Super AMOLED Display 50MP + 8MP + 2MP | 13MP Front Camera 5000 mAh Battery Snapdragon 685 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Kechaoda A26,"₹1,399",₹975,30% off,4,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 1.68 cm (0.66 inch) Display 800 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
MOTOROLA Moto A10E,"₹1,599","₹1,334",16% off,4.1,4 MB RAM | 32 MB ROM | Expandable Upto 64 GB 4.57 cm (1.8 inch) Display 800 mAh Battery 2 Years Domestic Replacement Warranty
"Google Pixel 8 Pro (Bay, 128 GB)",N/A,"₹1,06,999",N/A,4.4,12 GB RAM | 128 GB ROM 17.02 cm (6.7 inch) Full HD+ AMOLED Display 50MP + 48MP + 48MP | 10.5MP Front Camera 5050 mAh Battery Tensor G3 Processor 1 Year Domestic Warranty
"POCO C65 (Matte Black, 256 GB)","₹13,499","₹10,999",18% off,4.1,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB 17.12 cm (6.74 inch) HD+ Display 50MP + AI Lens + 2MP | 8MP Front Camera 5000 mAh Battery Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons","₹2,199","₹2,030",7% off,4.3,4 MB RAM | 4 MB ROM 6.1 cm (2.4 inch) Display 0MP Front Camera 1450 mAh Battery 6261D Processor 1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"₹1,449",₹899,37% off,4,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0MP Front Camera 1000 mAh Lithium Ion Battery Spreadtrum Processor 12 Month Warranty on Device and 6 Months on Accessories Including Battery
MOTOROLA Moto A10E,"₹1,599","₹1,369",14% off,4.1,4 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 2 Years Domestic Replacement Warranty
"SAMSUNG Galaxy A14 5G (Dark Red, 128 GB)","₹20,999","₹16,999",19% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + 2MP | 13MP Front Camera 5000 mAh Lithium Ion Battery SEC S5E8535 (Exynos 1330) Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Navy, 128 GB)","₹69,999","₹39,999",42% off,4.3,8 GB RAM | 128 GB ROM 16.26 cm (6.4 inch) Full HD+ Display 12MP + 12MP + 8MP (OIS) | 32MP Front Camera 4500 mAh Lithium-ion Battery Snapdragon 888 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
Kechaoda K112,"₹1,799","₹1,570",12% off,4,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) QVGA Display 0.3MP Rear Camera 3600 mAh Battery 1 Year Company Domestic Warranty by Company Authorized Service Center.
"SAMSUNG Galaxy M34 5G without charger (Prism Silver, 128 GB)","₹24,499","₹16,844",31% off,4.2,6 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 6000 mAh Battery Domestic 1 Year of Device & 6 Months for In-Box Accessories
Micromax X512,"₹1,799","₹1,029",42% off,4,30 MB RAM | 24 MB ROM 4.5 cm (1.77 inch) Display 1750 mAh Battery 1 Year Warranty
SAMSUNG Metro 313 Dual Sim,"₹2,499","₹1,799",28% off,4.3,10 MB RAM | 2 MB ROM | Expandable Upto 16 GB 5.08 cm (2 inch) QVGA Display 0.3MP Rear Camera 1000 mAh Battery 0 0 0 0 Processor Processor 1 Year Manufacturer Warranty
"REDMI 13c 5G (Startrail Green, 128 GB) (4 GB RAM) (Startrail Green, 128 GB)","₹13,999","₹11,299",19% off,4.4,4 GB RAM | 128 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
itel Ace2 Keypad Mobile| 1000 mAh Battery|Expandable Storage 32GB,"₹1,449",₹899,37% off,4,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Quarter QVGA Display 0MP Front Camera 1000 mAh Lithium Ion Battery Spreadtrum Processor 12 Month Warranty on Device and 6 Months on Accessories Including Battery
"SAMSUNG Galaxy M34 5G without charger (Midnight Blue, 128 GB)","₹25,999","₹19,500",24% off,4.2,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Display 50MP Rear Camera 6000 mAh Battery Domestic 1 Year of Device & 6 Months for In-Box Accessories
"REDMI 13c 5G (Startrail Silver, 128 GB) (6 GB RAM) (Startrail Silver, 128 GB)","₹17,999","₹13,299",26% off,4.6,6 GB RAM | 128 GB ROM 17.12 cm (6.74 inch) Display 50MP Rear Camera 5000 mAh Battery 1 Year
